image,grid_width,block_width,start,goal,cpu_runtime,gpu_runtime,cpu_path_length,gpu_path_length,cpu_path_exists,gpu_path_exists
dataset/select-maps/simplest/ost004d.png,128,8,11157,1228,0.014441205188632011,0.013086211867630482,89,0,True,False
dataset/select-maps/simplest/combat.png,128,8,2145,14552,0.03622431284748018,0.017233830178156495,98,98,True,True
dataset/select-maps/simplest/lak507d.png,128,8,3473,10600,0.0187854019459337,0.014779964927583933,88,90,True,True
dataset/select-maps/simplest/combat.png,128,8,3915,12807,0.014543626923114061,0.01486452599056065,74,77,True,True
dataset/select-maps/simplest/ost004d.png,128,8,11164,3946,0.016754904994741082,0.013308617984876037,88,88,True,True
dataset/select-maps/simplest/combat.png,128,8,15640,1377,0.014939129119738936,0.014318058034405112,127,129,True,True
dataset/select-maps/simplest/lak507d.png,128,8,2990,15281,0.03840271686203778,0.013713284861296415,97,97,True,True
dataset/select-maps/simplest/lak307d.png,128,8,4626,9324,0.023274641949683428,0.013878287049010396,91,91,True,True
dataset/select-maps/simplest/orz704d.png,128,8,8204,11491,0.02113173296675086,0.013454855885356665,88,88,True,True
dataset/select-maps/simplest/combat2.png,128,8,13755,18,0.028868364868685603,0.014070769073441625,108,108,True,True
dataset/select-maps/simplest/ost004d.png,128,8,2717,15562,0.028235668083652854,0.016801975900307298,106,0,True,False
dataset/select-maps/simplest/arena.png,128,8,15866,10139,0.016418073093518615,0.015193033032119274,96,96,True,True
dataset/select-maps/simplest/lak507d.png,128,8,10392,3181,0.016671896912157536,0.01553567685186863,91,91,True,True
dataset/select-maps/simplest/combat.png,128,8,15406,186,0.015346291940659285,0.014100849162787199,120,120,True,True
dataset/select-maps/simplest/combat2.png,128,8,14489,3394,0.014161120867356658,0.015085028950124979,93,93,True,True
dataset/select-maps/simplest/orz704d.png,128,8,9365,7417,0.02366923401132226,0.012568240985274315,101,101,True,True
dataset/select-maps/simplest/arena.png,128,8,15683,5384,0.014172277878969908,0.013271504081785679,81,83,True,True
dataset/select-maps/simplest/lak507d.png,128,8,5738,9734,0.023610660107806325,0.013576998841017485,101,101,True,True
dataset/select-maps/simplest/lak101d.png,128,8,2842,14385,0.029875732958316803,0.013504985952749848,91,91,True,True
dataset/select-maps/simplest/combat2.png,128,8,2208,14902,0.033746757078915834,0.015397618059068918,100,100,True,True
dataset/select-maps/simplest/lak507d.png,128,8,2405,14689,0.03515215218067169,0.015360823133960366,97,97,True,True
dataset/select-maps/simplest/lak507d.png,128,8,11626,319,0.014040424022823572,0.015268021961674094,89,89,True,True
dataset/select-maps/simplest/arena.png,128,8,364,7842,0.014484272105619311,0.014524900820106268,75,76,True,True
dataset/select-maps/simplest/ost004d.png,128,8,11886,6929,0.017404987011104822,0.014937489992007613,94,94,True,True
dataset/select-maps/simplest/combat.png,128,8,8966,3833,0.022026006830856204,0.014317789115011692,117,117,True,True
dataset/select-maps/simplest/arena.png,128,8,2280,4364,0.02381069492548704,0.014207391999661922,93,93,True,True
dataset/select-maps/simplest/combat2.png,128,8,7308,4980,0.02380266087129712,0.014267736813053489,105,105,True,True
dataset/select-maps/simplest/combat.png,128,8,10484,16028,0.02002600603736937,0.015754482010379434,90,0,True,False
dataset/select-maps/simplest/combat2.png,128,8,4021,14187,0.018048043828457594,0.015564359026029706,80,81,True,True
dataset/select-maps/simplest/lak101d.png,128,8,5872,14497,0.01851185504347086,0.013511075871065259,92,93,True,True
dataset/select-maps/simplest/orz704d.png,128,8,9845,8592,0.022581540048122406,0.012902040965855122,102,102,True,True
dataset/select-maps/simplest/lak307d.png,128,8,1855,15289,0.04099082318134606,0.014116052072495222,106,106,True,True
dataset/select-maps/simplest/combat2.png,128,8,14583,4660,0.014281699899584055,0.016478762961924076,78,78,True,True
dataset/select-maps/simplest/ost004d.png,128,8,10349,8071,0.022511922987177968,0.013831919990479946,103,103,True,True
dataset/select-maps/simplest/lak507d.png,128,8,4457,11031,0.016165032982826233,0.01576645183376968,83,85,True,True
dataset/select-maps/simplest/ost004d.png,128,8,6665,1500,0.014478215016424656,0.013273905962705612,88,90,True,True
dataset/select-maps/simplest/ost004d.png,128,8,5352,3853,0.035104847978800535,0.013821189058944583,92,0,True,False
dataset/select-maps/simplest/lak507d.png,128,8,15667,705,0.01460340921767056,0.012990857008844614,118,118,True,True
dataset/select-maps/simplest/combat2.png,128,8,12917,6293,0.017681255005300045,0.013944260077551007,97,97,True,True
dataset/select-maps/simplest/ost004d.png,128,8,10991,2344,0.013989605940878391,0.012704007094725966,72,72,True,True
dataset/select-maps/simplest/ost004d.png,128,8,13726,8432,0.04272296908311546,0.014289726037532091,86,0,True,False
dataset/select-maps/simplest/lak307d.png,128,8,5362,12045,0.01817859197035432,0.013851582072675228,102,102,True,True
dataset/select-maps/simplest/ost004d.png,128,8,15012,1736,0.014222719939425588,0.013084541074931622,108,108,True,True
dataset/select-maps/simplest/lak307d.png,128,8,7018,11535,0.020072058076038957,0.01551521080546081,92,92,True,True
dataset/select-maps/simplest/lak101d.png,128,8,14882,5354,0.014642833033576608,0.012951133074238896,95,95,True,True
dataset/select-maps/simplest/lak101d.png,128,8,13881,2584,0.01631841203197837,0.014384962851181626,89,0,True,False
dataset/select-maps/simplest/lak507d.png,128,8,14110,959,0.013808790827170014,0.013995385030284524,106,107,True,True
dataset/select-maps/simplest/combat.png,128,8,16136,13032,0.02160643204115331,0.014527074061334133,97,0,True,False
dataset/select-maps/simplest/lak307d.png,128,8,191,13479,0.034045101841911674,0.013965819962322712,105,105,True,True
dataset/select-maps/simplest/orz704d.png,128,8,6755,8711,0.024419012013822794,0.013400477124378085,93,93,True,True
dataset/select-maps/simplest/lak101d.png,128,8,4052,14364,0.017507688142359257,0.013076358940452337,83,86,True,True
dataset/select-maps/simplest/orz704d.png,128,8,7272,7690,0.024119021138176322,0.012518130941316485,95,96,True,True
dataset/select-maps/simplest/lak101d.png,128,8,2347,15770,0.024654729990288615,0.013082431862130761,106,0,True,False
dataset/select-maps/simplest/combat2.png,128,8,12301,14195,0.06305556604638696,0.015032937983050942,108,0,True,False
dataset/select-maps/simplest/lak507d.png,128,8,14804,2402,0.01431185007095337,0.01500533614307642,98,98,True,True
dataset/select-maps/simplest/combat.png,128,8,4890,16220,0.01682470296509564,0.014793826034292579,89,89,True,True
dataset/select-maps/simplest/ost004d.png,128,8,11532,5623,0.02234643022529781,0.015185428084805608,112,112,True,True
dataset/select-maps/simplest/orz704d.png,128,8,6759,8065,0.027076783124357462,0.013463017996400595,103,103,True,True
dataset/select-maps/simplest/lak101d.png,128,8,2600,14498,0.03204653202556074,0.013428730890154839,94,94,True,True
dataset/select-maps/simplest/combat2.png,128,8,1912,4236,0.023634544108062983,0.014127476839348674,109,0,True,False
dataset/select-maps/simplest/combat2.png,128,8,11284,11382,0.02644534013234079,0.0154145120177418,99,99,True,True
dataset/select-maps/simplest/combat2.png,128,8,9863,15468,0.022977340035140514,0.014802132034674287,102,0,True,False
dataset/select-maps/simplest/orz704d.png,128,8,7947,4585,0.01516447402536869,0.012193446047604084,95,95,True,True
dataset/select-maps/simplest/orz704d.png,128,8,9738,6765,0.02082545100711286,0.012466427171602845,100,101,True,True
dataset/select-maps/simplest/combat.png,128,8,13962,739,0.01617900002747774,0.014037247048690915,124,124,True,True
dataset/select-maps/simplest/lak307d.png,128,8,13239,1753,0.015377037925645709,0.014522525947540998,96,96,True,True
dataset/select-maps/simplest/arena.png,128,8,9692,1689,0.01352572999894619,0.014016586123034358,68,68,True,True
dataset/select-maps/simplest/lak307d.png,128,8,5135,4468,0.025427646934986115,0.014779275050386786,102,102,True,True
dataset/select-maps/simplest/arena.png,128,8,10360,5779,0.018309407867491245,0.01454583602026105,102,102,True,True
dataset/select-maps/simplest/lak507d.png,128,8,2393,8200,0.018558950163424015,0.014121124055236578,82,82,True,True
dataset/select-maps/simplest/ost004d.png,128,8,8955,4644,0.019022913184016943,0.01312954816967249,88,88,True,True
dataset/select-maps/simplest/combat2.png,128,8,10486,690,0.01545139611698687,0.014044116949662566,77,77,True,True
dataset/select-maps/simplest/arena.png,128,8,4500,10343,0.019943722989410162,0.01413275208324194,84,86,True,True
dataset/select-maps/simplest/combat.png,128,8,4158,14859,0.020299648866057396,0.014307299861684442,85,89,True,True
dataset/select-maps/simplest/arena.png,128,8,4842,9994,0.020725850015878677,0.014040628913789988,97,98,True,True
dataset/select-maps/simplest/ost004d.png,128,8,14669,2917,0.01452664309181273,0.013215470127761364,95,95,True,True
dataset/select-maps/simplest/arena.png,128,8,14163,1467,0.015120622934773564,0.015009928029030561,100,100,True,True
dataset/select-maps/simplest/orz704d.png,128,8,10475,7051,0.019376444863155484,0.01306232693605125,97,0,True,False
dataset/select-maps/simplest/lak101d.png,128,8,14746,3245,0.01456772000528872,0.014747988199815154,91,0,True,False
dataset/select-maps/simplest/orz704d.png,128,8,7317,10477,0.024036643095314503,0.013390238862484694,89,89,True,True
dataset/select-maps/simplest/lak507d.png,128,8,5483,14495,0.014409960014745593,0.014082346111536026,79,85,True,True
dataset/select-maps/simplest/lak307d.png,128,8,6419,8569,0.0413104509934783,0.013904130086302757,103,0,True,False
dataset/select-maps/simplest/ost004d.png,128,8,1837,13265,0.025447329971939325,0.013935721013695002,90,90,True,True
dataset/select-maps/simplest/lak101d.png,128,8,4328,15652,0.017889949958771467,0.013824697816744447,93,94,True,True
dataset/select-maps/simplest/orz704d.png,128,8,4839,7432,0.0229141260497272,0.01289624790661037,96,0,True,False
dataset/select-maps/simplest/arena.png,128,8,4837,12423,0.01776535389944911,0.01370996399782598,96,97,True,True
dataset/select-maps/simplest/orz704d.png,128,8,8325,6889,0.02090354706160724,0.012427497887983918,101,102,True,True
dataset/select-maps/simplest/lak307d.png,128,8,14815,1207,0.014506848994642496,0.014042704831808805,108,108,True,True
dataset/select-maps/simplest/lak307d.png,128,8,943,10864,0.015898252138867974,0.014281673124060035,78,79,True,True
dataset/select-maps/simplest/ost004d.png,128,8,11149,4697,0.015685738995671272,0.015156259061768651,82,82,True,True
dataset/select-maps/simplest/lak507d.png,128,8,2117,14145,0.037861322052776814,0.01464186399243772,95,95,True,True
dataset/select-maps/simplest/ost004d.png,128,8,4626,10097,0.023399088066071272,0.01439063111320138,96,96,True,True
dataset/select-maps/simplest/lak307d.png,128,8,11631,1573,0.014468398876488209,0.012806972023099661,79,79,True,True
dataset/select-maps/simplest/lak507d.png,128,8,2981,13413,0.017443269956856966,0.014056803891435266,82,83,True,True
dataset/select-maps/simplest/lak101d.png,128,8,2838,14020,0.02136609284207225,0.013571224873885512,88,89,True,True
dataset/select-maps/simplest/combat2.png,128,8,5150,16336,0.020858624018728733,0.014368962030857801,88,88,True,True
dataset/select-maps/simplest/combat.png,128,8,14093,2631,0.014706692192703485,0.014711621915921569,99,99,True,True
dataset/select-maps/simplest/combat2.png,128,8,1080,14401,0.03731833095662296,0.014612016966566443,105,106,True,True
dataset/select-maps/simplest/lak101d.png,128,8,15399,3796,0.014867560938000679,0.015523588052019477,97,0,True,False
dataset/select-maps/simplest/lak307d.png,128,8,13022,3095,0.01395307993516326,0.013366824015974998,78,78,True,True
