image,grid_width,block_width,start,goal,cpu_runtime,gpu_runtime,cpu_path_length,gpu_path_length,cpu_path_exists,gpu_path_exists
dataset/select-maps/simplest/orz704d.png,16,16,187,96,0.0002994709648191929,0.010477584786713123,12,12,True,True
dataset/select-maps/simplest/arena.png,16,16,215,25,0.0002669263631105423,0.010628871154040098,13,13,True,True
dataset/select-maps/simplest/lak101d.png,16,16,232,51,0.00021659675985574722,0.00941316457465291,12,12,True,True
dataset/select-maps/simplest/orz704d.png,16,16,187,112,0.0002500987611711025,0.009520360734313726,12,12,True,True
dataset/select-maps/simplest/lak507d.png,16,16,171,112,0.0002911332994699478,0.011242163833230734,12,12,True,True
dataset/select-maps/simplest/lak101d.png,16,16,36,231,0.00033904705196619034,0.01211951021105051,13,13,True,True
dataset/select-maps/simplest/ost004d.png,16,16,96,156,0.00034572696313261986,0.011390530038625002,13,13,True,True
dataset/select-maps/simplest/combat2.png,16,16,50,190,0.00030794600024819374,0.011229960713535547,13,13,True,True
dataset/select-maps/simplest/combat.png,16,16,234,39,0.0004156515933573246,0.009717468172311783,13,13,True,True
dataset/select-maps/simplest/arena.png,16,16,149,255,0.00023914407938718796,0.013029300142079592,11,11,True,True
dataset/select-maps/simplest/lak307d.png,16,16,232,37,0.0003170403651893139,0.010011041071265936,13,13,True,True
dataset/select-maps/simplest/combat.png,16,16,28,227,0.00036914413794875145,0.013926304876804352,14,14,True,True
dataset/select-maps/simplest/combat.png,16,16,110,177,0.0002972469665110111,0.01072517316788435,14,14,True,True
dataset/select-maps/simplest/lak507d.png,16,16,77,211,0.00022400915622711182,0.012690557166934013,11,11,True,True
dataset/select-maps/simplest/lak101d.png,16,16,215,35,0.00024059414863586426,0.009584641084074974,12,12,True,True
dataset/select-maps/simplest/combat2.png,16,16,142,4,0.00030891504138708115,0.00963557418435812,11,11,True,True
dataset/select-maps/simplest/lak307d.png,16,16,50,233,0.0002514342777431011,0.014869972132146358,12,12,True,True
dataset/select-maps/simplest/ost004d.png,16,16,114,158,0.000356040894985199,0.012783302925527096,13,13,True,True
dataset/select-maps/simplest/combat2.png,16,16,46,210,0.00021719187498092651,0.013227059971541166,13,13,True,True
dataset/select-maps/simplest/lak307d.png,16,16,21,220,0.0003539798781275749,0.013199600856751204,13,13,True,True
dataset/select-maps/simplest/arena.png,16,16,198,8,0.0003141877241432667,0.009714977815747261,13,13,True,True
dataset/select-maps/simplest/orz704d.png,16,16,144,124,0.00022403337061405182,0.011194262187927961,13,13,True,True
